event_date,category,b2b,status,total_orders,total_items_sold,total_gmv
2024-03-10,Set,False,Shipped - Delivered to Buyer,90,90.0,68568.0
2024-03-10,kurta,False,Cancelled,100,38.0,29507.35000000001
2024-03-10,Top,False,Shipped - Delivered to Buyer,12,12.0,7524.0
2024-03-10,Western Dress,False,Shipped,108,108.0,88114.0
2024-03-10,Set,False,Shipped - Returned to Seller,5,5.0,3904.0
2024-03-09,Set,False,Shipped,396,396.0,324493.0
2024-03-09,Set,False,Shipped - Picked Up,1,1.0,569.0
2024-03-09,Blouse,False,Cancelled,1,1.0,647.0
2024-03-08,Set,False,Shipped,375,380.0,311073.0
2024-03-08,Top,False,Shipped,55,55.0,37203.0
2024-03-08,Western Dress,False,Shipped - Delivered to Buyer,86,86.0,62383.0
2024-03-08,kurta,True,Shipped,5,5.0,3167.0
2024-03-08,Top,True,Shipped,1,1.0,693.0
2024-03-06,Set,True,Shipped,1,1.0,759.0
2024-03-05,Set,False,Shipped,275,275.0,226217.0
2024-03-05,Western Dress,False,Shipped - Delivered to Buyer,71,71.0,54629.0
2024-03-05,Western Dress,False,Shipped - Returned to Seller,5,5.0,3675.0
2024-03-04,Saree,False,Shipped,1,1.0,899.0
2024-01-30,Bottom,False,Shipped,3,3.0,802.0
2024-01-30,Blouse,False,Shipped - Delivered to Buyer,1,1.0,625.0
2024-01-30,Saree,True,Shipped,1,1.0,819.0
2024-01-29,Set,True,Shipped,4,4.0,2947.0
2024-01-29,Ethnic Dress,False,Shipped,5,5.0,2769.0
2024-01-29,kurta,True,Shipped,2,2.0,982.0
2024-01-29,Western Dress,False,Shipped - Lost in Transit,1,1.0,0.0
2024-01-24,Set,False,Shipped - Delivered to Buyer,180,180.0,150429.0
2024-01-24,Set,False,Shipped - Returned to Seller,18,18.0,14199.0
2024-01-24,Blouse,False,Shipped,14,14.0,6703.0
2024-03-08,Ethnic Dress,False,Cancelled,1,1.0,855.0
2024-03-08,Western Dress,False,Shipped - Returned to Seller,4,4.0,2920.0
2024-03-08,Set,True,Shipped - Delivered to Buyer,1,1.0,771.0
2024-03-07,Set,False,Cancelled,85,28.0,48914.22
2024-03-07,Western Dress,False,Shipped - Delivered to Buyer,69,69.0,54589.0
2024-03-07,Top,False,Cancelled,20,10.0,8203.0
2024-03-07,Ethnic Dress,False,Shipped,19,19.0,14389.0
2024-03-07,Western Dress,False,Shipped - Returned to Seller,1,1.0,725.0
2024-03-06,Top,False,Shipped,47,47.0,31909.0
2024-03-06,Western Dress,False,Shipped,52,52.0,47058.0
2024-03-06,Western Dress,True,Shipped,1,1.0,614.0
2024-03-06,Saree,False,Shipped,2,2.0,2446.0
2024-03-06,Blouse,False,Shipped,3,3.0,2385.0
2024-03-04,Top,True,Shipped,1,1.0,563.0
2024-03-04,kurta,True,Shipped - Delivered to Buyer,1,1.0,397.0
2024-03-04,Set,True,Shipped,2,2.0,1775.0
2024-03-01,Set,False,Shipped,316,319.0,281040.0
2024-03-01,Top,False,Shipped,105,105.0,55325.0
2024-03-01,Western Dress,False,Cancelled,40,14.0,21255.95
2024-03-01,Ethnic Dress,False,Shipped,21,20.0,15079.0
2024-01-04,Top,False,Shipped,118,118.0,55929.0
2024-01-04,Blouse,False,Cancelled,2,1.0,857.76
2024-01-03,kurta,False,Cancelled,98,41.0,28621.44
2024-01-03,Western Dress,False,Shipped,53,54.0,45006.0
2024-01-03,Set,False,Shipped,476,479.0,383079.0
2024-01-02,kurta,True,Shipped,2,2.0,1030.0
2024-01-01,Western Dress,False,Shipped - Delivered to Buyer,4,4.0,3281.0
2024-03-01,Set,True,Shipped - Delivered to Buyer,2,2.0,2761.0
2024-03-01,Western Dress,False,Cancelled,37,14.0,21008.33
2024-03-01,Bottom,False,Shipped - Delivered to Buyer,1,1.0,356.0
2024-02-29,Set,False,Cancelled,50,19.0,23702.25
2024-02-27,Set,True,Shipped - Delivered to Buyer,1,1.0,1349.0
2024-02-26,Blouse,False,Shipped,13,13.0,6798.0
2024-02-26,Top,False,Cancelled,17,8.0,5284.280000000001
2024-02-26,Ethnic Dress,False,Shipped,10,10.0,8038.0
2024-02-26,kurta,True,Cancelled,1,0.0,0.0
2024-02-25,Set,False,Cancelled,61,19.0,26887.05
2024-02-25,Ethnic Dress,False,Shipped - Delivered to Buyer,3,3.0,1372.0
2024-02-25,kurta,False,Pending,1,1.0,315.0
2024-02-25,Blouse,False,Cancelled,2,0.0,0.0
2024-02-24,Western Dress,False,Shipped,96,96.0,78689.0
2024-02-24,Blouse,False,Shipped - Delivered to Buyer,1,1.0,301.0
2024-02-23,Western Dress,False,Shipped,68,68.0,52627.0
2024-02-23,Blouse,True,Shipped,1,1.0,344.0
2024-02-23,kurta,False,Cancelled,40,7.0,8763.529999999999
2024-01-03,Bottom,False,Cancelled,1,1.0,284.0
2024-01-02,Top,False,Shipped,103,103.0,46669.0
2024-01-02,Western Dress,False,Cancelled,14,1.0,5042.320000000001
2024-01-02,Blouse,False,Shipped - Delivered to Buyer,2,4.0,1429.0
2024-03-01,Bottom,False,Shipped,1,1.0,518.0
2024-03-01,Ethnic Dress,False,Shipped - Delivered to Buyer,1,1.0,373.0
2024-03-01,kurta,False,Shipped,310,310.0,158514.0
2024-03-01,Set,False,Shipped,306,306.0,257074.0
2024-02-27,kurta,False,Shipped - Delivered to Buyer,66,66.0,30789.0
2024-02-27,kurta,False,Shipped - Returned to Seller,12,12.0,4813.0
2024-02-27,Top,False,Shipped,86,86.0,45628.0
2024-02-22,Western Dress,False,Shipped - Delivered to Buyer,103,103.0,77608.0
2024-02-22,Western Dress,False,Shipped - Returned to Seller,2,2.0,771.0
2024-01-15,Top,True,Shipped,1,1.0,487.0
2024-01-15,Western Dress,True,Cancelled,1,1.0,725.0
2024-01-14,Set,False,Cancelled,89,23.0,43579.72000000001
2024-01-14,Ethnic Dress,False,Shipped,9,9.0,5299.0
2024-01-14,Top,True,Shipped,1,1.0,625.0
2024-01-14,Set,True,Shipped,3,3.0,2540.0
2024-01-13,Ethnic Dress,False,Cancelled,1,1.0,783.0
2024-01-12,Western Dress,False,Cancelled,21,7.0,7551.959999999999
2024-01-12,Ethnic Dress,False,Shipped,12,12.0,8702.0
2024-01-12,Top,False,Cancelled,14,5.0,3296.14
2024-01-12,Western Dress,True,Shipped,3,3.0,2514.0
2024-01-11,kurta,False,Shipped,398,405.0,171026.0
2024-01-11,Set,False,Shipped - Delivered to Buyer,177,180.0,147549.0
2024-01-11,Set,False,Shipped - Returned to Seller,17,17.0,14662.0
2024-01-11,Set,False,Shipped - Returning to Seller,1,1.0,1126.0
2024-01-11,Ethnic Dress,False,Cancelled,1,0.0,804.76
2024-01-11,Blouse,False,Cancelled,3,1.0,2148.99
2024-01-11,Set,True,Shipped,4,4.0,3158.0
2024-01-10,Set,False,Cancelled,99,31.0,50958.780000000006
2024-01-10,Top,False,Shipped,100,100.0,49688.0
2024-01-10,Ethnic Dress,False,Shipped,14,14.0,9836.0
2024-01-07,Western Dress,False,Cancelled,15,6.0,7391.089999999999
2024-01-06,Top,False,Shipped,110,110.0,50657.0
2024-01-06,Western Dress,False,Cancelled,8,4.0,5193.9
2024-01-13,Top,False,Shipped - Delivered to Buyer,17,17.0,8516.0
2024-01-13,Bottom,False,Shipped,1,1.0,273.0
2024-01-13,Top,False,Shipped - Returned to Seller,2,2.0,986.0
2024-01-09,Set,False,Cancelled,90,32.0,46739.39
2024-01-09,kurta,False,Shipped,362,363.0,154031.0
2024-01-09,Top,False,Shipped - Delivered to Buyer,19,19.0,8497.0
2024-01-09,Blouse,False,Shipped,8,8.0,4654.0
2024-01-08,Set,False,Shipped,401,401.0,343339.0
2024-01-08,Ethnic Dress,False,Cancelled,1,1.0,999.0
2024-01-06,Bottom,False,Shipped,4,4.0,1292.0
2024-01-06,Ethnic Dress,False,Shipped - Delivered to Buyer,1,1.0,1099.0
2024-01-05,Ethnic Dress,False,Cancelled,2,0.0,0.0
2024-01-05,Western Dress,False,Shipped,49,49.0,46747.0
2024-01-05,Top,False,Shipped - Rejected by Buyer,1,1.0,297.0
2024-01-05,kurta,False,Pending,1,1.0,399.0
2024-01-05,Bottom,False,Shipped - Delivered to Buyer,1,1.0,360.0
2024-02-03,Bottom,False,Shipped,7,7.0,2745.0
2024-02-02,Set,False,Shipped,541,541.0,446774.0
2024-02-02,Blouse,False,Cancelled,1,0.0,519.05
2024-02-02,Set,True,Shipped,2,2.0,1468.0
2024-02-02,Set,False,Shipped - Picked Up,1,1.0,635.0
2024-02-02,Top,True,Shipped - Delivered to Buyer,1,1.0,518.0
2024-02-02,Bottom,False,Shipped - Delivered to Buyer,1,1.0,229.0
2024-03-31,Top,False,Cancelled,3,0.0,0.0
2024-03-31,Set,False,Cancelled,6,0.0,0.0
2024-03-31,Set,True,Pending,1,1.0,565.0
2024-03-31,kurta,False,Shipped,73,73.0,35416.0
2024-03-30,Western Dress,False,Pending - Waiting for Pick Up,74,75.0,57096.0
2024-03-30,Blouse,False,Pending,2,2.0,1013.0
2024-03-30,Bottom,False,Pending - Waiting for Pick Up,2,2.0,602.0
2024-03-29,kurta,False,Pending - Waiting for Pick Up,8,8.0,3223.0
2024-03-29,Set,False,Pending,11,11.0,9265.0
2024-03-29,Set,True,Cancelled,1,1.0,788.0
2024-03-28,Western Dress,False,Shipped,129,129.0,99163.0
2024-03-28,Western Dress,False,Shipped - Picked Up,50,50.0,36199.0
2024-03-28,Dupatta,False,Shipped,3,3.0,915.0
2024-03-28,Bottom,False,Shipped,5,5.0,1773.0
2024-03-28,Top,False,Pending,6,6.0,3648.0
2024-03-28,Bottom,False,Shipped - Picked Up,4,4.0,1303.0
2024-03-27,Set,False,Shipped,258,258.0,225411.0
2024-03-27,Set,False,Shipped - Picked Up,90,90.0,74147.0
2024-03-27,Blouse,False,Shipped,2,2.0,926.0
2024-03-27,Blouse,False,Shipped - Picked Up,1,1.0,301.0
2024-03-26,Western Dress,False,Cancelled,21,8.0,9685.71
2024-03-26,kurta,False,Shipped - Delivered to Buyer,39,39.0,17402.0
2024-03-26,kurta,False,Shipped - Returning to Seller,4,4.0,1394.0
2024-03-26,Ethnic Dress,False,Shipped,2,2.0,1710.0
2024-03-25,Western Dress,False,Shipped - Out for Delivery,1,1.0,725.0
2024-03-24,Western Dress,False,Shipped,68,68.0,53414.0
2024-03-24,Ethnic Dress,False,Shipped,10,10.0,7322.0
2024-03-24,Western Dress,False,Shipped - Picked Up,10,10.0,7406.0
2024-03-23,Ethnic Dress,False,Shipped,8,8.0,5863.0
2024-03-23,Top,False,Cancelled,16,10.0,9019.14
2024-03-23,Set,False,Shipped - Out for Delivery,3,3.0,3011.0
2024-03-22,Top,False,Shipped,50,50.0,30440.0
2024-03-22,Top,False,Shipped - Picked Up,2,2.0,955.0
2024-03-22,Bottom,False,Shipped - Delivered to Buyer,3,3.0,914.0
2024-03-21,Top,False,Shipped - Delivered to Buyer,19,19.0,9367.0
2024-03-21,Ethnic Dress,False,Shipped,7,7.0,5258.0
2024-03-21,kurta,False,Cancelled,80,34.0,23125.16
2024-02-12,Top,False,Shipped - Delivered to Buyer,37,37.0,17787.0
2024-02-12,Blouse,False,Shipped,7,7.0,4050.0
2024-02-12,Top,False,Shipped - Returned to Seller,2,2.0,1199.0
2024-02-12,Blouse,True,Shipped - Delivered to Buyer,1,1.0,388.0
2024-02-11,Set,False,Cancelled,80,22.0,43325.18000000001
2024-02-11,Blouse,False,Shipped,13,13.0,5689.0
2024-02-11,Bottom,False,Shipped,3,3.0,618.0
2024-02-10,Western Dress,False,Cancelled,13,2.0,8728.59
2024-02-10,Set,True,Cancelled,1,0.0,617.14
2024-02-10,kurta,True,Shipped - Delivered to Buyer,1,1.0,771.0
2024-02-09,kurta,False,Shipped,334,335.0,153437.0
2024-02-07,Set,False,Shipped,434,434.0,372701.0
2024-02-07,kurta,False,Cancelled,47,16.0,12452.96
2024-02-07,Ethnic Dress,False,Shipped - Delivered to Buyer,2,2.0,1326.0
2024-02-07,Blouse,False,Cancelled,2,2.0,836.0
2024-02-07,Western Dress,True,Shipped,1,1.0,845.0
2024-02-07,Saree,False,Shipped,1,1.0,756.0
2024-02-06,kurta,False,Shipped - Delivered to Buyer,96,96.0,44757.0
2024-02-06,Set,False,Cancelled,94,26.0,43789.48
2024-02-06,Saree,False,Shipped,5,5.0,3731.0
2024-02-06,Western Dress,False,Cancelled,23,4.0,9518.39
2024-02-09,Ethnic Dress,False,Cancelled,1,0.0,814.29
2024-02-08,Top,False,Shipped - Returned to Seller,3,7.0,4220.0
2024-02-08,Top,False,Shipped - Delivered to Buyer,27,27.0,13349.0
2024-02-08,Ethnic Dress,False,Cancelled,5,2.0,1992.62
2024-02-08,Set,True,Shipped - Delivered to Buyer,2,2.0,1366.0
2024-02-08,Blouse,False,Cancelled,1,0.0,536.19
2024-02-06,kurta,True,Shipped,1,1.0,435.0
2024-02-05,Set,False,Shipped,571,572.0,478420.0
2024-02-05,kurta,False,Shipped - Delivered to Buyer,107,107.0,48343.0
2024-02-05,kurta,False,Shipped - Returned to Seller,3,3.0,1085.0
2024-02-04,Ethnic Dress,False,Cancelled,5,2.0,2584.29
2024-02-03,Set,True,Shipped - Delivered to Buyer,2,2.0,1915.0
2024-02-21,kurta,False,Shipped,199,201.0,102051.0
2024-02-21,Set,False,Shipped,166,165.0,137198.0
2024-02-21,Ethnic Dress,False,Shipped,3,3.0,1298.0
2024-02-21,Saree,False,Shipped - Delivered to Buyer,1,1.0,885.0
2024-02-20,kurta,False,Cancelled,34,3.0,8081.820000000001
2024-02-18,kurta,False,Shipped - Delivered to Buyer,114,114.0,50795.0
2024-02-18,Set,False,Shipped - Delivered to Buyer,164,164.0,139907.0
2024-02-18,kurta,False,Shipped - Returned to Seller,21,21.0,10227.0
2024-02-18,Top,True,Shipped,2,2.0,1239.0
2024-02-18,Set,False,Shipped - Returned to Seller,11,11.0,9468.0
2024-02-17,Set,False,Shipped - Returned to Seller,12,12.0,9239.0
2024-02-17,Western Dress,False,Shipped,52,52.0,41951.0
2024-02-17,kurta,False,Shipped,211,212.0,109856.0
2024-02-17,Set,False,Shipped - Delivered to Buyer,132,132.0,107931.0
2024-02-17,Ethnic Dress,False,Shipped,11,11.0,8635.0
2024-02-17,Top,True,Shipped,1,1.0,574.0
2024-02-17,Set,False,Shipped - Returning to Seller,4,5.0,4285.0
2024-02-16,kurta,False,Shipped,232,232.0,118289.0
2024-02-16,Ethnic Dress,False,Shipped - Delivered to Buyer,4,4.0,2700.0
2024-02-16,Set,False,Shipped - Out for Delivery,1,1.0,680.0
2024-02-16,Top,True,Shipped,1,1.0,574.0
2024-02-16,kurta,True,Shipped,2,2.0,1004.0
2024-02-15,Western Dress,False,Shipped,44,44.0,34121.0
2024-02-15,kurta,False,Cancelled,51,8.0,13721.999999999998
2024-02-15,Bottom,False,Shipped - Delivered to Buyer,4,4.0,1341.0
2024-02-15,Blouse,False,Shipped,7,7.0,4056.0
2024-02-15,kurta,True,Shipped,1,1.0,888.0
2024-02-14,Western Dress,False,Cancelled,24,3.0,13830.0
2024-02-14,Set,True,Shipped,5,5.0,4713.0
2024-02-13,kurta,False,Cancelled,56,12.0,14086.94
2024-02-13,Ethnic Dress,False,Shipped - Delivered to Buyer,3,3.0,2063.0
2024-02-13,Ethnic Dress,False,Shipped - Returned to Seller,1,1.0,373.0
2024-02-20,Ethnic Dress,False,Cancelled,2,0.0,856.19
2024-02-19,Western Dress,False,Shipped - Delivered to Buyer,95,95.0,71711.0
2024-02-19,Western Dress,False,Shipped - Returned to Seller,4,4.0,2897.0
2024-03-21,Top,False,Shipped - Returning to Seller,1,1.0,704.0
2024-03-21,Top,False,Shipped - Returned to Seller,1,1.0,512.0
2024-03-21,Blouse,False,Shipped,6,6.0,3860.0
2024-03-20,kurta,False,Shipped,269,269.0,130278.0
2024-03-20,Bottom,False,Shipped,3,3.0,1150.0
2024-03-19,Set,False,Shipped,277,277.0,246294.0
2024-03-19,Western Dress,False,Shipped - Delivered to Buyer,52,52.0,40471.0
2024-03-19,kurta,False,Shipped - Delivered to Buyer,96,97.0,44627.0
2024-03-19,Top,False,Cancelled,9,4.0,4129.280000000001
2024-03-19,Saree,False,Shipped,1,1.0,885.0
2024-03-19,Western Dress,False,Shipped - Returned to Seller,4,4.0,3258.0
2024-03-19,Blouse,False,Cancelled,2,0.0,0.0
2024-03-19,kurta,False,Shipped - Returning to Seller,1,1.0,599.0
2024-03-18,kurta,False,Cancelled,69,19.0,17352.17
2024-03-18,Set,False,Shipped,321,321.0,267723.0
2024-03-18,Western Dress,False,Shipped - Delivered to Buyer,41,41.0,30300.0
2024-03-18,Western Dress,False,Shipped - Returned to Seller,5,5.0,3304.0
2024-03-18,Set,True,Shipped - Delivered to Buyer,2,2.0,1564.0
2024-03-18,kurta,True,Shipped,3,3.0,1376.0
2024-03-18,Western Dress,False,Shipped - Returning to Seller,1,1.0,735.0
2024-03-17,Top,False,Shipped - Delivered to Buyer,11,11.0,6039.0
2024-03-17,Western Dress,False,Shipped,87,87.0,70968.0
2024-03-17,Blouse,False,Shipped,8,8.0,5588.0
2024-03-17,Saree,False,Shipped,2,2.0,1415.0
2024-03-17,Top,False,Shipped - Returned to Seller,2,2.0,936.0
2024-03-17,Western Dress,False,Shipped - Picked Up,1,1.0,735.0
2024-03-17,Bottom,False,Shipped - Delivered to Buyer,1,1.0,345.0
2024-03-16,Western Dress,False,Shipped - Returned to Seller,6,6.0,3819.0
2024-03-16,Western Dress,False,Shipped - Delivered to Buyer,60,61.0,43535.0
2024-03-16,Top,False,Shipped - Delivered to Buyer,19,19.0,10285.0
2024-03-16,Bottom,False,Shipped - Delivered to Buyer,2,2.0,662.0
2024-03-16,Top,False,Shipped - Returned to Seller,2,2.0,1139.0
2024-03-16,Bottom,False,Shipped - Returned to Seller,1,1.0,360.0
2024-03-16,Western Dress,False,Shipped - Returning to Seller,1,1.0,735.0
2024-03-15,Set,False,Shipped - Delivered to Buyer,89,89.0,78822.0
2024-03-15,Set,False,Shipped - Returned to Seller,5,5.0,3859.0
2024-03-15,kurta,True,Shipped - Delivered to Buyer,1,1.0,349.0
2024-03-15,Western Dress,True,Shipped,1,1.0,581.0
2024-03-15,Ethnic Dress,False,Shipped - Delivered to Buyer,1,1.0,845.0
2024-03-14,Set,True,Shipped,1,1.0,702.0
2024-03-14,Saree,False,Cancelled,1,0.0,701.9
2024-03-14,kurta,True,Shipped,1,1.0,540.0
2024-03-13,kurta,False,Shipped,387,390.0,173795.0
2024-03-13,Western Dress,False,Shipped - Delivered to Buyer,57,57.0,45536.0
2024-03-13,Western Dress,False,Shipped - Returned to Seller,5,5.0,3789.0
2024-03-13,Top,False,Shipped - Delivered to Buyer,10,10.0,5448.0
2024-03-13,kurta,True,Shipped,5,5.0,3616.0
2024-03-11,kurta,False,Shipped - Returned to Seller,6,6.0,2680.0
2024-03-11,kurta,False,Shipped - Delivered to Buyer,82,82.0,38025.0
2024-03-11,Saree,False,Shipped,1,1.0,898.0
2024-03-11,kurta,False,Shipped - Returning to Seller,2,2.0,1111.0
2024-03-10,Top,True,Shipped,1,1.0,758.0
2024-03-12,Ethnic Dress,False,Cancelled,2,2.0,1901.0
2024-03-10,Top,False,Shipped - Returned to Seller,1,1.0,479.0
2024-03-10,Set,False,Shipped - Returning to Seller,1,1.0,799.0
2024-01-23,Set,False,Cancelled,99,29.0,49704.00000000001
2024-01-23,Western Dress,False,Shipped,75,75.0,52737.0
2024-01-23,Top,False,Cancelled,11,4.0,3681.77
2024-01-23,Bottom,False,Shipped,10,10.0,3497.0
2024-01-23,Blouse,False,Shipped,9,9.0,3508.0
2024-01-23,kurta,True,Shipped,2,2.0,957.0
2024-01-23,Saree,False,Shipped,1,1.0,899.0
2024-01-22,kurta,False,Shipped - Delivered to Buyer,215,216.0,93507.0
2024-01-22,Set,False,Cancelled,85,25.0,34013.72000000001
2024-01-22,Bottom,False,Shipped,7,7.0,2657.0
2024-01-22,kurta,False,Shipped - Returned to Seller,15,15.0,6068.0
2024-01-22,Ethnic Dress,False,Shipped,8,8.0,6052.0
2024-01-22,Blouse,False,Cancelled,6,2.0,1322.1
2024-01-18,kurta,False,Shipped - Delivered to Buyer,261,261.0,110567.0
2024-01-18,Set,False,Shipped - Delivered to Buyer,182,182.0,146105.0
2024-01-18,Set,False,Shipped - Returned to Seller,17,17.0,14286.0
2024-01-18,Top,False,Shipped - Delivered to Buyer,25,25.0,12052.0
2024-01-18,kurta,True,Cancelled,1,1.0,442.0
2024-01-18,kurta,False,Shipped - Returned to Seller,19,19.0,7445.0
2024-01-18,Blouse,False,Shipped,8,8.0,3657.0
2024-01-18,Top,False,Shipped - Returned to Seller,2,2.0,637.0
2024-01-18,Bottom,False,Shipped - Delivered to Buyer,1,1.0,284.0
2024-01-18,Ethnic Dress,False,Cancelled,1,1.0,699.0
2024-01-17,Top,False,Shipped - Delivered to Buyer,32,32.0,14367.0
2024-01-17,Top,False,Shipped - Returned to Seller,2,2.0,1108.0
2024-01-22,Set,True,Shipped - Delivered to Buyer,2,2.0,1350.0
2024-01-22,Western Dress,True,Shipped,1,1.0,825.0
2024-01-21,kurta,False,Cancelled,97,29.0,21654.28
2024-01-21,Top,False,Cancelled,13,6.0,4133.29
2024-01-21,Ethnic Dress,False,Shipped,9,9.0,7019.0
2024-01-21,Bottom,True,Cancelled,1,1.0,518.0
2024-01-21,Set,True,Shipped,5,5.0,5672.0
2024-01-21,Bottom,False,Cancelled,1,0.0,342.86
2024-01-20,Top,False,Shipped,77,77.0,36669.0
2024-01-20,Set,True,Shipped,9,9.0,7434.0
2024-01-19,kurta,False,Shipped - Delivered to Buyer,196,196.0,81352.0
2024-01-19,Top,False,Shipped - Delivered to Buyer,32,32.0,16061.0
2024-01-19,kurta,False,Shipped - Returned to Seller,17,17.0,6636.0
2024-01-19,Ethnic Dress,False,Shipped - Delivered to Buyer,2,2.0,1287.0
2024-01-19,Top,False,Shipped - Returned to Seller,1,1.0,574.0
2024-01-16,Set,False,Shipped,448,445.0,367587.0
2024-01-16,kurta,False,Shipped - Delivered to Buyer,158,159.0,68828.0
2024-01-16,Western Dress,False,Cancelled,33,9.0,14166.990000000002
2024-01-16,Blouse,False,Shipped,15,15.0,7178.0
2024-01-16,Top,False,Shipped - Delivered to Buyer,21,21.0,10911.0
2024-01-16,kurta,False,Shipped - Returned to Seller,11,11.0,4621.0
2024-01-16,Top,False,Shipped - Returned to Seller,1,1.0,493.0
2024-01-16,Western Dress,True,Shipped,1,1.0,725.0
2024-01-15,kurta,False,Shipped,491,494.0,212963.0
2024-01-31,Set,False,Cancelled,101,30.0,42680.67
2024-01-31,kurta,False,Shipped - Delivered to Buyer,136,136.0,60052.0
2024-01-31,Western Dress,False,Cancelled,29,9.0,11880.14
2024-01-31,Top,False,Shipped,89,89.0,45106.0
2024-01-31,Bottom,False,Shipped - Delivered to Buyer,1,1.0,377.0
2024-01-31,kurta,False,Shipped - Returned to Seller,2,2.0,363.0
2024-01-30,Set,False,Cancelled,90,26.0,37852.68
2024-01-30,Blouse,False,Shipped,6,6.0,2633.0
2024-01-28,Set,False,Shipped,279,279.0,226027.0
2024-01-28,Western Dress,False,Shipped,48,48.0,34334.0
2024-01-27,Set,False,Cancelled,89,18.0,41008.07
2024-01-25,Set,False,Cancelled,112,19.0,40187.33000000001
2024-01-25,Western Dress,False,Shipped,67,67.0,47927.0
2024-01-25,Blouse,False,Shipped - Delivered to Buyer,4,4.0,1709.0
2024-01-25,kurta,True,Shipped,7,7.0,3041.0
2024-01-25,Ethnic Dress,False,Cancelled,1,0.0,0.0
2024-01-25,Bottom,False,Shipped,3,3.0,690.0
2024-03-10,Set,False,Shipped,384,384.0,299825.0
2024-03-10,Top,False,Shipped,70,70.0,50129.0
2024-03-10,Western Dress,False,Shipped - Delivered to Buyer,84,84.0,65204.0
2024-03-10,Western Dress,False,Shipped - Returned to Seller,4,4.0,3373.0
2024-03-09,Set,False,Shipped - Delivered to Buyer,105,105.0,85104.0
2024-03-09,Set,True,Shipped,4,4.0,4123.0
2024-03-09,Set,False,Shipped - Returned to Seller,9,9.0,6477.0
2024-03-08,Set,False,Shipped - Delivered to Buyer,110,110.0,89359.0
2024-03-08,Set,False,Shipped - Returned to Seller,6,6.0,4190.0
2024-03-08,Western Dress,False,Shipped,88,88.0,81046.0
2024-03-08,Top,False,Shipped - Delivered to Buyer,12,12.0,6391.0
2024-03-08,Set,True,Shipped,6,6.0,4779.0
2024-03-06,Western Dress,False,Shipped - Returned to Seller,1,1.0,735.0
2024-03-05,Set,False,Shipped - Delivered to Buyer,77,77.0,63941.0
2024-03-05,Western Dress,False,Shipped,70,70.0,55272.0
2024-03-05,Ethnic Dress,False,Shipped,6,6.0,3775.0
2024-03-05,Top,False,Cancelled,5,2.0,2051.0
2024-03-05,Set,False,Shipped - Returned to Seller,6,6.0,5013.0
2024-03-04,Western Dress,False,Cancelled,34,7.0,14827.59
2024-03-04,kurta,True,Shipped,5,5.0,2599.0
2024-01-30,Bottom,False,Shipped - Delivered to Buyer,3,3.0,1238.0
2024-01-30,Set,True,Shipped - Delivered to Buyer,4,4.0,3766.0
2024-01-29,Blouse,False,Cancelled,4,1.0,2011.67
2024-01-29,Ethnic Dress,False,Shipped - Returned to Seller,1,1.0,899.0
2024-01-29,Ethnic Dress,False,Shipped - Delivered to Buyer,3,3.0,2419.0
2024-01-29,kurta,True,Shipped - Delivered to Buyer,1,1.0,259.0
2024-01-27,Bottom,False,Cancelled,6,0.0,613.34
2024-01-27,Blouse,False,Cancelled,1,0.0,595.24
2024-01-24,Set,False,Shipped,443,442.0,357381.0
2024-01-24,Blouse,False,Shipped - Delivered to Buyer,3,3.0,1450.0
2024-01-24,Western Dress,False,Cancelled,19,8.0,11379.58
2024-03-08,kurta,True,Shipped - Delivered to Buyer,1,1.0,368.0
2024-03-08,Top,False,Shipped - Returned to Seller,1,1.0,729.0
2024-03-07,Western Dress,False,Shipped,73,74.0,65426.0
2024-03-07,kurta,False,Cancelled,76,29.0,16151.91
2024-03-07,Set,True,Shipped - Delivered to Buyer,1,1.0,1163.0
2024-03-07,Ethnic Dress,False,Shipped - Delivered to Buyer,1,1.0,1125.0
2024-03-06,kurta,False,Cancelled,88,41.0,21173.71
2024-03-06,Western Dress,False,Shipped - Delivered to Buyer,84,84.0,63336.0
2024-03-06,Top,False,Shipped - Delivered to Buyer,8,8.0,5274.0
2024-03-06,Blouse,False,Shipped - Delivered to Buyer,1,1.0,698.0
2024-03-04,Saree,False,Shipped - Delivered to Buyer,1,1.0,686.0
2024-03-03,kurta,False,Cancelled,79,27.0,22464.43
2024-03-03,Top,False,Cancelled,23,12.0,8156.86
2024-03-03,kurta,True,Shipped,1,1.0,524.0
2024-03-01,Top,False,Shipped - Delivered to Buyer,24,24.0,11420.0
2024-03-01,Saree,False,Shipped,1,1.0,885.0
2024-01-04,Top,False,Shipped - Delivered to Buyer,22,22.0,10420.0
2024-01-04,Top,False,Shipped - Returned to Seller,2,2.0,936.0
2024-01-03,Western Dress,False,Shipped - Delivered to Buyer,37,37.0,25804.0
2024-01-03,Set,False,Shipped - Delivered to Buyer,93,93.0,71240.0
2024-01-03,Top,False,Cancelled,22,14.0,9714.2
2024-01-03,Ethnic Dress,False,Shipped,4,4.0,3071.0
2024-01-03,Western Dress,False,Shipped - Returned to Seller,2,2.0,1748.0
2024-01-03,Set,False,Shipped - Returned to Seller,4,4.0,2799.0
2024-01-01,Set,False,Cancelled,10,3.0,2352.0
2024-01-01,Blouse,False,Shipped - Delivered to Buyer,1,1.0,280.0
2024-01-01,Western Dress,False,Shipped,2,2.0,2198.0
2024-03-01,Set,False,Shipped - Delivered to Buyer,87,87.0,74737.0
